timestamp,zone_id,status,dba_spl,spl_roll_mean,spl_roll_std,spl_roll_min,spl_roll_max,spl_roll_range,spl_delta,spl_delta_abs,spl_above_thresh,spl_margin,spl_breach_rate,hour,minute,zone_reading_hall,zone_silent_study
2026-04-20 15:13:36+00:00,snell_reading_hall,compliant,42.3,43.44,5.577454616579145,38.5,53.0,14.5,-10.700000000000003,10.700000000000003,0,-2.700000000000003,0.2,15,13,1,0
2026-04-20 15:13:36+00:00,snell_group_room,compliant,43.6,46.480000000000004,3.283595590202909,42.5,49.7,7.200000000000003,-6.100000000000001,6.100000000000001,0,-1.3999999999999986,0.6,15,13,0,0
2026-04-20 15:14:06+00:00,snell_silent_study,compliant,39.1,39.08,6.510529932348057,33.8,50.2,16.400000000000006,3.6000000000000014,3.6000000000000014,0,-5.899999999999999,0.2,15,14,0,1
2026-04-20 15:14:06+00:00,snell_reading_hall,compliant,43.4,44.419999999999995,4.8792417443697165,40.9,53.0,12.100000000000001,1.1000000000000014,1.1000000000000014,0,-1.6000000000000014,0.2,15,14,1,0
2026-04-20 15:14:06+00:00,snell_group_room,violation,56.5,48.32,5.610882283562895,42.5,56.5,14.0,12.899999999999999,12.899999999999999,1,11.5,0.6,15,14,0,0
2026-04-20 15:14:36+00:00,snell_silent_study,compliant,37.0,39.12,6.493612245892112,33.8,50.2,16.400000000000006,-2.1000000000000014,2.1000000000000014,0,-8.0,0.2,15,14,0,1
2026-04-20 15:14:36+00:00,snell_reading_hall,compliant,41.7,44.26,4.970211263115485,40.9,53.0,12.100000000000001,-1.6999999999999957,1.6999999999999957,0,-3.299999999999997,0.2,15,14,1,0
2026-04-20 15:14:36+00:00,snell_group_room,compliant,48.0,48.06,5.584174066054887,42.5,56.5,14.0,-8.5,8.5,1,3.0,0.6,15,14,0,0
2026-04-20 15:15:06+00:00,snell_silent_study,violation,41.5,37.379999999999995,3.017780641464849,33.8,41.5,7.700000000000003,4.5,4.5,0,-3.5,0.0,15,15,0,1
2026-04-20 15:15:06+00:00,snell_reading_hall,compliant,39.9,44.06,5.155870440575482,39.9,53.0,13.100000000000001,-1.8000000000000043,1.8000000000000043,0,-5.100000000000001,0.2,15,15,1,0
2026-04-20 15:15:06+00:00,snell_group_room,compliant,50.4,49.64,4.658647872505491,43.6,56.5,12.899999999999999,2.3999999999999986,2.3999999999999986,1,5.399999999999999,0.8,15,15,0,0
2026-04-20 15:15:36+00:00,snell_silent_study,compliant,37.0,38.019999999999996,2.329592238998056,35.5,41.5,6.0,-4.5,4.5,0,-8.0,0.0,15,15,0,1
2026-04-20 15:15:36+00:00,snell_reading_hall,compliant,41.5,41.760000000000005,1.2759310326189073,39.9,43.4,3.5,1.6000000000000014,1.6000000000000014,0,-3.5,0.0,15,15,1,0
2026-04-20 15:15:36+00:00,snell_group_room,compliant,40.4,47.78,6.22270037845307,40.4,56.5,16.1,-10.0,10.0,0,-4.600000000000001,0.6,15,15,0,0
2026-04-20 15:16:06+00:00,snell_group_room,compliant,54.4,49.94,6.283152075192827,40.4,56.5,16.1,14.0,14.0,1,9.399999999999999,0.8,15,16,0,0
2026-04-20 15:16:06+00:00,snell_silent_study,compliant,36.0,38.12,2.201590334281102,36.0,41.5,5.5,-1.0,1.0,0,-9.0,0.0,15,16,0,1
2026-04-20 15:16:06+00:00,snell_reading_hall,compliant,43.1,41.92,1.4042791745233418,39.9,43.4,3.5,1.6000000000000014,1.6000000000000014,0,-1.8999999999999986,0.0,15,16,1,0
2026-04-20 15:16:36+00:00,snell_group_room,compliant,37.8,46.2,6.933974329343886,37.8,54.4,16.6,-16.6,16.6,0,-7.200000000000003,0.6,15,16,0,0
2026-04-20 15:16:36+00:00,snell_silent_study,violation,42.0,38.7,2.8195744359743293,36.0,42.0,6.0,6.0,6.0,0,-3.0,0.0,15,16,0,1
2026-04-20 15:16:36+00:00,snell_reading_hall,compliant,38.9,41.019999999999996,1.6407315441594743,38.9,43.1,4.200000000000003,-4.200000000000003,4.200000000000003,0,-6.100000000000001,0.0,15,16,1,0
2026-04-20 15:17:06+00:00,snell_group_room,compliant,44.9,45.58,6.871098893190229,37.8,54.4,16.6,7.100000000000001,7.100000000000001,0,-0.10000000000000142,0.4,15,17,0,0
2026-04-20 15:17:06+00:00,snell_reading_hall,compliant,36.1,39.9,2.657066051117266,36.1,43.1,7.0,-2.799999999999997,2.799999999999997,0,-8.899999999999999,0.0,15,17,1,0
2026-04-20 15:17:06+00:00,snell_silent_study,compliant,25.0,36.3,6.852007005250361,25.0,42.0,17.0,-17.0,17.0,0,-20.0,0.0,15,17,0,1
2026-04-20 15:17:36+00:00,snell_silent_study,compliant,37.7,35.540000000000006,6.321234056732913,25.0,42.0,17.0,12.700000000000003,12.700000000000003,0,-7.299999999999997,0.0,15,17,0,1
2026-04-20 15:17:36+00:00,snell_reading_hall,compliant,38.9,39.7,2.694438717061477,36.1,43.1,7.0,2.799999999999997,2.799999999999997,0,-6.100000000000001,0.0,15,17,1,0
2026-04-20 15:17:36+00:00,snell_group_room,violation,64.8,48.459999999999994,11.108015124224488,37.8,64.8,27.0,19.9,19.9,1,19.799999999999997,0.4,15,17,0,0
2026-04-20 15:18:06+00:00,snell_reading_hall,compliant,38.1,39.019999999999996,2.5518620652378314,36.1,43.1,7.0,-0.7999999999999972,0.7999999999999972,0,-6.899999999999999,0.0,15,18,1,0
2026-04-20 15:18:06+00:00,snell_silent_study,violation,46.8,37.5,8.14370922860093,25.0,46.8,21.799999999999997,9.099999999999994,9.099999999999994,1,1.7999999999999972,0.2,15,18,0,1
2026-04-20 15:18:06+00:00,snell_group_room,compliant,43.8,49.14,10.58291075271827,37.8,64.8,27.0,-21.0,21.0,0,-1.2000000000000028,0.4,15,18,0,0
2026-04-20 15:18:36+00:00,snell_group_room,compliant,43.5,46.96,10.348574781099085,37.8,64.8,27.0,-0.29999999999999716,0.29999999999999716,0,-1.5,0.2,15,18,0,0
2026-04-20 15:18:36+00:00,snell_reading_hall,compliant,42.2,38.839999999999996,2.1995454075785497,36.1,42.2,6.100000000000001,4.100000000000001,4.100000000000001,0,-2.799999999999997,0.0,15,18,1,0
2026-04-20 15:18:36+00:00,snell_silent_study,violation,43.7,39.040000000000006,8.508995240332428,25.0,46.8,21.799999999999997,-3.0999999999999943,3.0999999999999943,0,-1.2999999999999972,0.2,15,18,0,1
2026-04-20 15:19:06+00:00,snell_silent_study,compliant,33.6,37.36,8.60714819205525,25.0,46.8,21.799999999999997,-10.100000000000001,10.100000000000001,0,-11.399999999999999,0.2,15,19,0,1
2026-04-20 15:19:06+00:00,snell_group_room,compliant,40.5,47.5,9.807395168952864,40.5,64.8,24.299999999999997,-3.0,3.0,0,-4.5,0.2,15,19,0,0
2026-04-20 15:19:06+00:00,snell_reading_hall,compliant,39.3,38.92,2.2095248357961244,36.1,42.2,6.100000000000001,-2.9000000000000057,2.9000000000000057,0,-5.700000000000003,0.0,15,19,1,0
2026-04-20 15:19:36+00:00,snell_group_room,compliant,47.1,47.94,9.710458279607609,40.5,64.8,24.299999999999997,6.600000000000001,6.600000000000001,1,2.1000000000000014,0.4,15,19,0,0
2026-04-20 15:19:36+00:00,snell_reading_hall,compliant,41.6,40.019999999999996,1.7824140933015278,38.1,42.2,4.100000000000001,2.3000000000000043,2.3000000000000043,0,-3.3999999999999986,0.0,15,19,1,0
2026-04-20 15:19:36+00:00,snell_silent_study,compliant,33.9,39.14,5.909568512167358,33.6,46.8,13.199999999999996,0.29999999999999716,0.29999999999999716,0,-11.100000000000001,0.2,15,19,0,1
2026-04-20 15:20:06+00:00,snell_group_room,compliant,54.4,45.86,5.315355115135768,40.5,54.4,13.899999999999999,7.299999999999997,7.299999999999997,1,9.399999999999999,0.4,15,20,0,0
2026-04-20 15:20:06+00:00,snell_reading_hall,violation,55.9,43.42,7.173353469612377,38.1,55.9,17.799999999999997,14.299999999999997,14.299999999999997,1,10.899999999999999,0.2,15,20,1,0
2026-04-20 15:20:06+00:00,snell_silent_study,compliant,39.9,39.58,5.857217769555773,33.6,46.8,13.199999999999996,6.0,6.0,0,-5.100000000000001,0.2,15,20,0,1
2026-04-20 15:20:36+00:00,snell_group_room,compliant,41.0,45.3,5.718828551373084,40.5,54.4,13.899999999999999,-13.399999999999999,13.399999999999999,0,-4.0,0.4,15,20,0,0
2026-04-20 15:20:36+00:00,snell_silent_study,compliant,32.8,36.78,4.792389800506635,32.8,43.7,10.900000000000006,-7.100000000000001,7.100000000000001,0,-12.200000000000003,0.0,15,20,0,1
2026-04-20 15:20:36+00:00,snell_reading_hall,compliant,40.4,43.88,6.811534335228734,39.3,55.9,16.6,-15.5,15.5,0,-4.600000000000001,0.2,15,20,1,0
2026-04-20 15:21:06+00:00,snell_reading_hall,violation,49.5,45.339999999999996,7.136035313813965,39.3,55.9,16.6,9.100000000000001,9.100000000000001,1,4.5,0.4,15,21,1,0
2026-04-20 15:21:06+00:00,snell_group_room,compliant,45.9,45.779999999999994,5.630008880987664,40.5,54.4,13.899999999999999,4.899999999999999,4.899999999999999,1,0.8999999999999986,0.6,15,21,0,0
2026-04-20 15:21:06+00:00,snell_silent_study,compliant,37.8,35.6,3.084639363037445,32.8,39.9,7.100000000000001,5.0,5.0,0,-7.200000000000003,0.0,15,21,0,1
2026-04-20 15:21:36+00:00,snell_silent_study,violation,47.2,38.32,5.736462324464438,32.8,47.2,14.400000000000006,9.400000000000006,9.400000000000006,1,2.200000000000003,0.2,15,21,0,1
2026-04-20 15:21:36+00:00,snell_reading_hall,compliant,38.3,45.14,7.358192712888129,38.3,55.9,17.6,-11.200000000000003,11.200000000000003,0,-6.700000000000003,0.4,15,21,1,0
2026-04-20 15:21:36+00:00,snell_group_room,compliant,54.6,48.6,5.851068278528287,41.0,54.6,13.600000000000001,8.700000000000003,8.700000000000003,1,9.600000000000001,0.8,15,21,0,0
2026-04-20 15:22:06+00:00,snell_silent_study,violation,51.6,41.86,7.513188404399277,32.8,51.6,18.800000000000004,4.399999999999999,4.399999999999999,1,6.600000000000001,0.4,15,22,0,1
2026-04-20 15:22:06+00:00,snell_group_room,compliant,39.4,47.059999999999995,7.201944181955313,39.4,54.6,15.200000000000003,-15.200000000000003,15.200000000000003,0,-5.600000000000001,0.6,15,22,0,0
2026-04-20 15:22:06+00:00,snell_reading_hall,compliant,38.1,44.44,7.92388793459372,38.1,55.9,17.799999999999997,-0.19999999999999574,0.19999999999999574,0,-6.899999999999999,0.4,15,22,1,0
2026-04-20 15:22:36+00:00,snell_group_room,compliant,44.5,45.08,5.927647088010554,39.4,54.6,15.200000000000003,5.100000000000001,5.100000000000001,0,-0.5,0.4,15,22,0,0
2026-04-20 15:22:36+00:00,snell_reading_hall,compliant,36.8,40.62,5.129034996956042,36.8,49.5,12.700000000000003,-1.3000000000000043,1.3000000000000043,0,-8.200000000000003,0.2,15,22,1,0
2026-04-20 15:22:36+00:00,snell_silent_study,violation,57.7,45.42,10.117904921474585,32.8,57.7,24.900000000000006,6.100000000000001,6.100000000000001,1,12.700000000000003,0.6,15,22,0,1
2026-04-20 15:23:06+00:00,snell_reading_hall,compliant,42.0,40.94,5.16168577114104,36.8,49.5,12.700000000000003,5.200000000000003,5.200000000000003,0,-3.0,0.2,15,23,1,0
2026-04-20 15:23:06+00:00,snell_silent_study,compliant,34.1,45.68,9.721471082094498,34.1,57.7,23.6,-23.6,23.6,0,-10.899999999999999,0.6,15,23,0,1
2026-04-20 15:23:06+00:00,snell_group_room,compliant,45.7,46.019999999999996,5.474212272099066,39.4,54.6,15.200000000000003,1.2000000000000028,1.2000000000000028,1,0.7000000000000028,0.6,15,23,0,0
2026-04-20 15:23:36+00:00,snell_silent_study,compliant,34.2,44.96,10.549075788902059,34.1,57.7,23.6,0.10000000000000142,0.10000000000000142,0,-10.799999999999997,0.6,15,23,0,1
2026-04-20 15:23:36+00:00,snell_reading_hall,compliant,41.5,39.339999999999996,2.281008548866015,36.8,42.0,5.200000000000003,-0.5,0.5,0,-3.5,0.0,15,23,1,0
2026-04-20 15:23:36+00:00,snell_group_room,compliant,36.0,44.040000000000006,7.082584274119157,36.0,54.6,18.6,-9.700000000000003,9.700000000000003,0,-9.0,0.4,15,23,0,0
2026-04-20 15:24:06+00:00,snell_group_room,compliant,40.0,41.120000000000005,3.963205773108429,36.0,45.7,9.700000000000003,4.0,4.0,0,-5.0,0.2,15,24,0,0
2026-04-20 15:24:06+00:00,snell_reading_hall,compliant,43.6,40.4,2.8398943642325625,36.8,43.6,6.800000000000004,2.1000000000000014,2.1000000000000014,0,-1.3999999999999986,0.0,15,24,1,0
2026-04-20 15:24:06+00:00,snell_silent_study,compliant,28.6,41.24,12.634991096158307,28.6,57.7,29.1,-5.600000000000001,5.600000000000001,0,-16.4,0.4,15,24,0,1
2026-04-20 15:24:36+00:00,snell_group_room,violation,66.4,46.52,11.75954931109182,36.0,66.4,30.400000000000006,26.400000000000006,26.400000000000006,1,21.400000000000006,0.4,15,24,0,0
2026-04-20 15:24:36+00:00,snell_reading_hall,compliant,37.7,40.32,2.925235033292174,36.8,43.6,6.800000000000004,-5.899999999999999,5.899999999999999,0,-7.299999999999997,0.0,15,24,1,0
2026-04-20 15:24:36+00:00,snell_silent_study,violation,40.5,39.02,11.259973356984457,28.6,57.7,29.1,11.899999999999999,11.899999999999999,0,-4.5,0.2,15,24,0,1
2026-04-20 15:25:06+00:00,snell_group_room,compliant,48.1,47.24,11.715075757330812,36.0,66.4,30.400000000000006,-18.300000000000004,18.300000000000004,1,3.1000000000000014,0.6,15,25,0,0
2026-04-20 15:25:06+00:00,snell_silent_study,compliant,33.4,34.160000000000004,4.233556424567882,28.6,40.5,11.899999999999999,-7.100000000000001,7.100000000000001,0,-11.600000000000001,0.0,15,25,0,1
2026-04-20 15:25:06+00:00,snell_reading_hall,violation,47.4,42.44,3.517527540759262,37.7,47.4,9.699999999999996,9.699999999999996,9.699999999999996,1,2.3999999999999986,0.2,15,25,1,0
2026-04-20 15:25:36+00:00,snell_group_room,compliant,45.4,47.18,11.725698273450503,36.0,66.4,30.400000000000006,-2.700000000000003,2.700000000000003,1,0.3999999999999986,0.6,15,25,0,0
2026-04-20 15:25:36+00:00,snell_silent_study,violation,49.7,37.28,8.131850957807812,28.6,49.7,21.1,16.300000000000004,16.300000000000004,1,4.700000000000003,0.2,15,25,0,1
2026-04-20 15:25:36+00:00,snell_reading_hall,violation,45.1,43.06,3.689579921888116,37.7,47.4,9.699999999999996,-2.299999999999997,2.299999999999997,1,0.10000000000000142,0.4,15,25,1,0
2026-04-20 15:26:06+00:00,snell_group_room,compliant,52.4,50.46,9.980380754259837,40.0,66.4,26.400000000000006,7.0,7.0,1,7.399999999999999,0.8,15,26,0,0
2026-04-20 15:26:06+00:00,snell_silent_study,compliant,28.1,36.059999999999995,9.108402713977897,28.1,49.7,21.6,-21.6,21.6,0,-16.9,0.2,15,26,0,1
2026-04-20 15:26:06+00:00,snell_reading_hall,compliant,44.0,43.56,3.5934662931492656,37.7,47.4,9.699999999999996,-1.1000000000000014,1.1000000000000014,0,-1.0,0.4,15,26,1,0
2026-04-20 15:26:36+00:00,snell_silent_study,compliant,38.8,38.1,8.107095657508909,28.1,49.7,21.6,10.699999999999996,10.699999999999996,0,-6.200000000000003,0.2,15,26,0,1
2026-04-20 15:26:36+00:00,snell_group_room,compliant,52.5,52.96,8.092156696456156,45.4,66.4,21.000000000000007,0.10000000000000142,0.10000000000000142,1,7.5,1.0,15,26,0,0
2026-04-20 15:26:36+00:00,snell_reading_hall,compliant,41.7,43.18,3.6874110158754907,37.7,47.4,9.699999999999996,-2.299999999999997,2.299999999999997,0,-3.299999999999997,0.4,15,26,1,0
2026-04-20 15:27:06+00:00,snell_reading_hall,violation,56.2,46.88,5.599732136450811,41.7,56.2,14.5,14.5,14.5,1,11.200000000000003,0.6,15,27,1,0
2026-04-20 15:27:06+00:00,snell_group_room,compliant,51.6,50.0,3.1360803561133643,45.4,52.5,7.100000000000001,-0.8999999999999986,0.8999999999999986,1,6.600000000000001,1.0,15,27,0,0
2026-04-20 15:27:06+00:00,snell_silent_study,compliant,38.9,37.779999999999994,8.019788027123896,28.1,49.7,21.6,0.10000000000000142,0.10000000000000142,0,-6.100000000000001,0.2,15,27,0,1
