timestamp,zone_id,status,dba_spl
2026-04-20 15:26:36+00:00,snell_reading_hall,compliant,41.7
2026-04-20 15:08:36+00:00,snell_silent_study,compliant,38.7
2026-04-20 15:10:06+00:00,snell_silent_study,compliant,33.8
2026-04-20 15:12:06+00:00,snell_silent_study,compliant,36.8
2026-04-20 15:13:06+00:00,snell_silent_study,compliant,33.8
2026-04-20 15:13:36+00:00,snell_silent_study,compliant,35.5
2026-04-20 15:14:06+00:00,snell_silent_study,compliant,39.1
2026-04-20 15:14:36+00:00,snell_silent_study,compliant,37.0
2026-04-20 15:15:36+00:00,snell_silent_study,compliant,37.0
2026-04-20 15:16:06+00:00,snell_silent_study,compliant,36.0
2026-04-20 15:17:06+00:00,snell_silent_study,compliant,25.0
2026-04-20 15:17:36+00:00,snell_silent_study,compliant,37.7
2026-04-20 15:19:06+00:00,snell_silent_study,compliant,33.6
2026-04-20 15:19:36+00:00,snell_silent_study,compliant,33.9
2026-04-20 15:20:06+00:00,snell_silent_study,compliant,39.9
2026-04-20 15:20:36+00:00,snell_silent_study,compliant,32.8
2026-04-20 15:21:06+00:00,snell_silent_study,compliant,37.8
2026-04-20 15:23:06+00:00,snell_silent_study,compliant,34.1
2026-04-20 15:23:36+00:00,snell_silent_study,compliant,34.2
2026-04-20 15:24:06+00:00,snell_silent_study,compliant,28.6
2026-04-20 15:25:06+00:00,snell_silent_study,compliant,33.4
2026-04-20 15:26:06+00:00,snell_silent_study,compliant,28.1
2026-04-20 15:26:36+00:00,snell_silent_study,compliant,38.8
2026-04-20 15:27:06+00:00,snell_silent_study,compliant,38.9
2026-04-20 15:14:06+00:00,snell_group_room,violation,56.5
2026-04-20 15:17:36+00:00,snell_group_room,violation,64.8
2026-04-20 15:24:36+00:00,snell_group_room,violation,66.4
2026-04-20 15:10:06+00:00,snell_reading_hall,violation,45.0
2026-04-20 15:13:06+00:00,snell_reading_hall,violation,53.0
2026-04-20 15:20:06+00:00,snell_reading_hall,violation,55.9
2026-04-20 15:21:06+00:00,snell_reading_hall,violation,49.5
2026-04-20 15:25:06+00:00,snell_reading_hall,violation,47.4
2026-04-20 15:25:36+00:00,snell_reading_hall,violation,45.1
2026-04-20 15:27:06+00:00,snell_reading_hall,violation,56.2
2026-04-20 15:09:06+00:00,snell_silent_study,violation,41.0
2026-04-20 15:09:36+00:00,snell_silent_study,violation,41.8
2026-04-20 15:10:36+00:00,snell_silent_study,violation,52.3
2026-04-20 15:11:06+00:00,snell_silent_study,violation,42.3
2026-04-20 15:11:36+00:00,snell_silent_study,violation,51.5
2026-04-20 15:12:36+00:00,snell_silent_study,violation,50.2
2026-04-20 15:15:06+00:00,snell_silent_study,violation,41.5
2026-04-20 15:16:36+00:00,snell_silent_study,violation,42.0
2026-04-20 15:18:06+00:00,snell_silent_study,violation,46.8
2026-04-20 15:18:36+00:00,snell_silent_study,violation,43.7
2026-04-20 15:21:36+00:00,snell_silent_study,violation,47.2
2026-04-20 15:22:06+00:00,snell_silent_study,violation,51.6
2026-04-20 15:22:36+00:00,snell_silent_study,violation,57.7
2026-04-20 15:24:36+00:00,snell_silent_study,violation,40.5
2026-04-20 15:25:36+00:00,snell_silent_study,violation,49.7
