timestamp,zone_id,dba_spl,status,predicted_status,confidence,correct,inference_timestamp
2026-04-20 15:11:36+00:00,snell_reading_hall,38.5,compliant,compliant,1.0,True,2026-04-27T14:11:37.428283
2026-04-20 15:11:36+00:00,snell_group_room,47.3,compliant,compliant,0.96,True,2026-04-27T14:11:37.428283
2026-04-20 15:11:36+00:00,snell_silent_study,51.5,violation,violation,0.94,True,2026-04-27T14:11:37.428283
2026-04-20 15:12:06+00:00,snell_reading_hall,42.5,compliant,compliant,0.99,True,2026-04-27T14:11:37.428283
2026-04-20 15:12:06+00:00,snell_group_room,49.3,compliant,compliant,1.0,True,2026-04-27T14:11:37.428283
2026-04-20 15:12:06+00:00,snell_silent_study,36.8,compliant,compliant,0.87,True,2026-04-27T14:11:37.428283
2026-04-20 15:12:36+00:00,snell_silent_study,50.2,violation,violation,0.88,True,2026-04-27T14:11:37.428283
2026-04-20 15:12:36+00:00,snell_reading_hall,40.9,compliant,compliant,1.0,True,2026-04-27T14:11:37.428283
2026-04-20 15:12:36+00:00,snell_group_room,42.5,compliant,compliant,0.99,True,2026-04-27T14:11:37.428283
2026-04-20 15:13:06+00:00,snell_reading_hall,53.0,violation,violation,0.84,True,2026-04-27T14:11:37.428283
2026-04-20 15:13:06+00:00,snell_group_room,49.7,compliant,compliant,0.96,True,2026-04-27T14:11:37.428283
2026-04-20 15:13:06+00:00,snell_silent_study,33.8,compliant,compliant,0.99,True,2026-04-27T14:11:37.428283
2026-04-20 15:13:36+00:00,snell_group_room,43.6,compliant,compliant,0.92,True,2026-04-27T14:11:37.542450
2026-04-20 15:13:36+00:00,snell_silent_study,35.5,compliant,compliant,0.89,True,2026-04-27T14:11:37.542450
2026-04-20 15:13:36+00:00,snell_reading_hall,42.3,compliant,compliant,0.91,True,2026-04-27T14:11:37.542450
2026-04-20 15:14:06+00:00,snell_group_room,56.5,violation,violation,0.67,True,2026-04-27T14:11:37.542450
2026-04-20 15:14:06+00:00,snell_silent_study,39.1,compliant,compliant,0.79,True,2026-04-27T14:11:37.542450
2026-04-20 15:14:06+00:00,snell_reading_hall,43.4,compliant,compliant,0.93,True,2026-04-27T14:11:37.542450
2026-04-20 15:14:36+00:00,snell_group_room,48.0,compliant,compliant,0.91,True,2026-04-27T14:11:37.542450
2026-04-20 15:14:36+00:00,snell_silent_study,37.0,compliant,compliant,0.91,True,2026-04-27T14:11:37.542450
2026-04-20 15:14:36+00:00,snell_reading_hall,41.7,compliant,compliant,0.89,True,2026-04-27T14:11:37.542450
2026-04-20 15:15:06+00:00,snell_group_room,50.4,compliant,compliant,0.97,True,2026-04-27T14:11:37.542450
2026-04-20 15:15:06+00:00,snell_silent_study,41.5,violation,violation,0.76,True,2026-04-27T14:11:37.542450
2026-04-20 15:15:06+00:00,snell_reading_hall,39.9,compliant,compliant,0.96,True,2026-04-27T14:11:37.542450
2026-04-20 15:15:36+00:00,snell_silent_study,37.0,compliant,compliant,0.97,True,2026-04-27T14:11:37.542450
2026-04-20 15:15:36+00:00,snell_reading_hall,41.5,compliant,compliant,0.94,True,2026-04-27T14:11:37.542450
2026-04-20 15:15:36+00:00,snell_group_room,40.4,compliant,compliant,0.99,True,2026-04-27T14:11:37.542450
2026-04-20 15:16:06+00:00,snell_reading_hall,43.1,compliant,compliant,0.94,True,2026-04-27T14:11:37.542450
2026-04-20 15:16:06+00:00,snell_group_room,54.4,compliant,compliant,0.67,True,2026-04-27T14:11:37.542450
2026-04-20 15:16:06+00:00,snell_silent_study,36.0,compliant,compliant,0.96,True,2026-04-27T14:11:37.542450
2026-04-20 15:16:36+00:00,snell_reading_hall,38.9,compliant,compliant,0.99,True,2026-04-27T14:11:37.542450
2026-04-20 15:16:36+00:00,snell_group_room,37.8,compliant,compliant,0.99,True,2026-04-27T14:11:37.542450
2026-04-20 15:16:36+00:00,snell_silent_study,42.0,violation,violation,0.82,True,2026-04-27T14:11:37.542450
2026-04-20 15:17:06+00:00,snell_reading_hall,36.1,compliant,compliant,1.0,True,2026-04-27T14:11:37.542450
2026-04-20 15:17:06+00:00,snell_group_room,44.9,compliant,compliant,0.93,True,2026-04-27T14:11:37.542450
2026-04-20 15:17:06+00:00,snell_silent_study,25.0,compliant,compliant,0.97,True,2026-04-27T14:11:37.542450
2026-04-20 15:17:36+00:00,snell_silent_study,37.7,compliant,compliant,0.9,True,2026-04-27T14:11:37.542450
2026-04-20 15:17:36+00:00,snell_reading_hall,38.9,compliant,compliant,1.0,True,2026-04-27T14:11:37.542450
2026-04-20 15:17:36+00:00,snell_group_room,64.8,violation,violation,0.9,True,2026-04-27T14:11:37.542450
2026-04-20 15:18:06+00:00,snell_reading_hall,38.1,compliant,compliant,0.99,True,2026-04-27T14:11:37.542450
2026-04-20 15:18:06+00:00,snell_group_room,43.8,compliant,compliant,0.94,True,2026-04-27T14:11:37.542450
2026-04-20 15:18:06+00:00,snell_silent_study,46.8,violation,violation,0.95,True,2026-04-27T14:11:37.542450
2026-04-20 15:18:36+00:00,snell_group_room,43.5,compliant,compliant,0.94,True,2026-04-27T14:11:37.621792
2026-04-20 15:18:36+00:00,snell_silent_study,43.7,violation,compliant,0.59,False,2026-04-27T14:11:37.621792
2026-04-20 15:18:36+00:00,snell_reading_hall,42.2,compliant,compliant,0.91,True,2026-04-27T14:11:37.621792
2026-04-20 15:19:06+00:00,snell_group_room,40.5,compliant,compliant,0.91,True,2026-04-27T14:11:37.621792
2026-04-20 15:19:06+00:00,snell_silent_study,33.6,compliant,compliant,0.95,True,2026-04-27T14:11:37.621792
2026-04-20 15:19:06+00:00,snell_reading_hall,39.3,compliant,compliant,0.94,True,2026-04-27T14:11:37.621792
2026-04-20 15:19:36+00:00,snell_group_room,47.1,compliant,compliant,0.95,True,2026-04-27T14:11:37.621792
2026-04-20 15:19:36+00:00,snell_silent_study,33.9,compliant,compliant,0.97,True,2026-04-27T14:11:37.621792
2026-04-20 15:19:36+00:00,snell_reading_hall,41.6,compliant,compliant,0.83,True,2026-04-27T14:11:37.621792
2026-04-20 15:20:06+00:00,snell_group_room,54.4,compliant,compliant,0.92,True,2026-04-27T14:11:37.621792
2026-04-20 15:20:06+00:00,snell_silent_study,39.9,compliant,compliant,0.9,True,2026-04-27T14:11:37.621792
2026-04-20 15:20:06+00:00,snell_reading_hall,55.9,violation,violation,0.87,True,2026-04-27T14:11:37.621792
2026-04-20 15:20:36+00:00,snell_silent_study,32.8,compliant,compliant,0.99,True,2026-04-27T14:11:37.621792
2026-04-20 15:20:36+00:00,snell_reading_hall,40.4,compliant,compliant,0.99,True,2026-04-27T14:11:37.621792
2026-04-20 15:20:36+00:00,snell_group_room,41.0,compliant,compliant,0.99,True,2026-04-27T14:11:37.621792
2026-04-20 15:21:06+00:00,snell_reading_hall,49.5,violation,violation,0.8,True,2026-04-27T14:11:37.621792
2026-04-20 15:21:06+00:00,snell_group_room,45.9,compliant,compliant,0.99,True,2026-04-27T14:11:37.621792
2026-04-20 15:21:06+00:00,snell_silent_study,37.8,compliant,compliant,0.92,True,2026-04-27T14:11:37.621792
2026-04-20 15:21:36+00:00,snell_reading_hall,38.3,compliant,compliant,1.0,True,2026-04-27T14:11:37.621792
2026-04-20 15:21:36+00:00,snell_group_room,54.6,compliant,compliant,0.89,True,2026-04-27T14:11:37.621792
2026-04-20 15:21:36+00:00,snell_silent_study,47.2,violation,violation,0.88,True,2026-04-27T14:11:37.621792
2026-04-20 15:22:06+00:00,snell_reading_hall,38.1,compliant,compliant,0.99,True,2026-04-27T14:11:37.621792
2026-04-20 15:22:06+00:00,snell_group_room,39.4,compliant,compliant,1.0,True,2026-04-27T14:11:37.621792
2026-04-20 15:22:06+00:00,snell_silent_study,51.6,violation,violation,0.87,True,2026-04-27T14:11:37.621792
2026-04-20 15:22:36+00:00,snell_silent_study,57.7,violation,violation,0.9,True,2026-04-27T14:11:37.621792
2026-04-20 15:22:36+00:00,snell_reading_hall,36.8,compliant,compliant,0.99,True,2026-04-27T14:11:37.621792
2026-04-20 15:22:36+00:00,snell_group_room,44.5,compliant,compliant,0.98,True,2026-04-27T14:11:37.621792
2026-04-20 15:23:06+00:00,snell_reading_hall,42.0,compliant,compliant,0.95,True,2026-04-27T14:11:37.621792
2026-04-20 15:23:06+00:00,snell_group_room,45.7,compliant,compliant,0.94,True,2026-04-27T14:11:37.621792
2026-04-20 15:23:06+00:00,snell_silent_study,34.1,compliant,compliant,0.88,True,2026-04-27T14:11:37.621792
2026-04-20 15:23:36+00:00,snell_group_room,36.0,compliant,compliant,0.92,True,2026-04-27T14:11:37.695651
2026-04-20 15:23:36+00:00,snell_silent_study,34.2,compliant,compliant,0.87,True,2026-04-27T14:11:37.695651
2026-04-20 15:23:36+00:00,snell_reading_hall,41.5,compliant,compliant,0.84,True,2026-04-27T14:11:37.695651
2026-04-20 15:24:06+00:00,snell_group_room,40.0,compliant,compliant,0.77,True,2026-04-27T14:11:37.695651
2026-04-20 15:24:06+00:00,snell_silent_study,28.6,compliant,compliant,0.93,True,2026-04-27T14:11:37.695651
2026-04-20 15:24:06+00:00,snell_reading_hall,43.6,compliant,compliant,0.85,True,2026-04-27T14:11:37.695651
2026-04-20 15:24:36+00:00,snell_group_room,66.4,violation,violation,0.88,True,2026-04-27T14:11:37.695651
2026-04-20 15:24:36+00:00,snell_silent_study,40.5,violation,compliant,0.67,False,2026-04-27T14:11:37.695651
2026-04-20 15:24:36+00:00,snell_reading_hall,37.7,compliant,compliant,0.99,True,2026-04-27T14:11:37.695651
2026-04-20 15:25:06+00:00,snell_silent_study,33.4,compliant,compliant,0.95,True,2026-04-27T14:11:37.695651
2026-04-20 15:25:06+00:00,snell_reading_hall,47.4,violation,violation,0.6,True,2026-04-27T14:11:37.695651
2026-04-20 15:25:06+00:00,snell_group_room,48.1,compliant,compliant,0.58,True,2026-04-27T14:11:37.695651
2026-04-20 15:25:36+00:00,snell_reading_hall,45.1,violation,compliant,0.76,False,2026-04-27T14:11:37.695651
2026-04-20 15:25:36+00:00,snell_group_room,45.4,compliant,compliant,0.68,True,2026-04-27T14:11:37.695651
2026-04-20 15:25:36+00:00,snell_silent_study,49.7,violation,violation,0.94,True,2026-04-27T14:11:37.695651
2026-04-20 15:26:06+00:00,snell_reading_hall,44.0,compliant,compliant,0.92,True,2026-04-27T14:11:37.695651
2026-04-20 15:26:06+00:00,snell_group_room,52.4,compliant,compliant,0.76,True,2026-04-27T14:11:37.695651
2026-04-20 15:26:06+00:00,snell_silent_study,28.1,compliant,compliant,0.92,True,2026-04-27T14:11:37.695651
2026-04-20 15:26:36+00:00,snell_silent_study,38.8,compliant,compliant,0.61,True,2026-04-27T14:11:37.695651
2026-04-20 15:26:36+00:00,snell_reading_hall,41.7,compliant,compliant,0.96,True,2026-04-27T14:11:37.695651
2026-04-20 15:26:36+00:00,snell_group_room,52.5,compliant,compliant,0.76,True,2026-04-27T14:11:37.695651
2026-04-20 15:27:06+00:00,snell_reading_hall,56.2,violation,violation,0.73,True,2026-04-27T14:11:37.695651
2026-04-20 15:27:06+00:00,snell_group_room,51.6,compliant,compliant,0.95,True,2026-04-27T14:11:37.695651
2026-04-20 15:27:06+00:00,snell_silent_study,38.9,compliant,compliant,0.8,True,2026-04-27T14:11:37.695651
